_module,_source_file,VALUE,QUANTITY,DETAILS
ADSR312,ADSR312+build+&+BOM.pdf,2u2 electro,1,long lead square hole
ADSR312,ADSR312+build+&+BOM.pdf,10uF electro,2,long lead square hole
ARSEq,ARSEq+B&B.pdf,clock 1,,"Attack stage Env 1, carry into Sustain stage if Att finished before clock 2 arrives"
ARSEq,ARSEq+B&B.pdf,clock 2,,Release stage Env 1
ARSEq,ARSEq+B&B.pdf,clock 3,,"Attack stage Env 2, output is mixed with the final parts of Env 1 if the release is set for a long fall. Carry into Sustain stage if Att finished before clock 3 arrives"
ARSEq,ARSEq+B&B.pdf,clock 4,,release stage Env 2
ARSEq,ARSEq+B&B.pdf,LL4148,11,
ARSEq,ARSEq+B&B.pdf,S1JL or similar,2,
ARSEq,ARSEq+B&B.pdf,panel pot 100k or 1M – see Building discussion,12,
ARSEq,ARSEq+B&B.pdf,3.5mm jacks (Kobiconn style),7,
ARSEq,ARSEq+B&B.pdf,3mm LEDs,4,
ARSEq,ARSEq+B&B.pdf,5mm LED,1,
ARSEq,ARSEq+B&B.pdf,10 Pin 2.54mm Single Row Pin Header Strip,3,
ARSEq,ARSEq+B&B.pdf,10 Pin 2.54mm Single Row Female Pin Header,3,
ARSEq,ARSEq+B&B.pdf,Eurorack 10 pin power connector,1,
ARSEq,ARSEq+B&B.pdf,1k,5,
ARSEq,ARSEq+B&B.pdf,4k7,1,
ARSEq,ARSEq+B&B.pdf,10k,11,
ARSEq,ARSEq+B&B.pdf,100k,13,
ARSEq,ARSEq+B&B.pdf,10nF,1,
ARSEq,ARSEq+B&B.pdf,10uF,6,
ARSEq,ARSEq+B&B.pdf,TL074,2,
ARSEq,ARSEq+B&B.pdf,4017,1,
BBX291 VCF,BBX291+Build+and+BOM.pdf,47pF,1,
BBX291 VCF,BBX291+Build+and+BOM.pdf,220pF,1,
BBX291 VCF,BBX291+Build+and+BOM.pdf,470pF,1,
BBX291 VCF,BBX291+Build+and+BOM.pdf,1nF (102),1,
BBX291 VCF,BBX291+Build+and+BOM.pdf,47nF (473),2,
BBX291 VCF,BBX291+Build+and+BOM.pdf,100nF or 104,4,
BBX291 VCF,BBX291+Build+and+BOM.pdf,10uF,4,
BBX291 VCF,BBX291+Build+and+BOM.pdf,47Ω = 47R,2,
BBX291 VCF,BBX291+Build+and+BOM.pdf,1k,6,
BBX291 VCF,BBX291+Build+and+BOM.pdf,2k2,1,
BBX291 VCF,BBX291+Build+and+BOM.pdf,3k3,2,
BBX291 VCF,BBX291+Build+and+BOM.pdf,4k7,2,
BBX291 VCF,BBX291+Build+and+BOM.pdf,6k8,3,
BBX291 VCF,BBX291+Build+and+BOM.pdf,10k,4,
BBX291 VCF,BBX291+Build+and+BOM.pdf,15k,1,
BBX291 VCF,BBX291+Build+and+BOM.pdf,33k,2,
BBX291 VCF,BBX291+Build+and+BOM.pdf,39k,2,
BBX291 VCF,BBX291+Build+and+BOM.pdf,47k,3,
BBX291 VCF,BBX291+Build+and+BOM.pdf,100k,6,
BBX291 VCF,BBX291+Build+and+BOM.pdf,470k,2,
BBX291 VCF,BBX291+Build+and+BOM.pdf,2M2,1,
BBX291 VCF,BBX291+Build+and+BOM.pdf,10M,2,
BBX291 VCF,BBX291+Build+and+BOM.pdf,TL072 or TL082,5,
BBX291 VCF,BBX291+Build+and+BOM.pdf,3mm LED,2,
BBX291 VCF,BBX291+Build+and+BOM.pdf,3mm or 5mm LED,2,
BBX291 VCF,BBX291+Build+and+BOM.pdf,LDR,4,
BBX291 VCF,BBX291+Build+and+BOM.pdf,Eurorack 10 pin power connector,1,
BBX291 VCF,BBX291+Build+and+BOM.pdf,"S1JL, Schottky, power rectifier or 10R, optional - for reverse voltage protection...or not",2,
BBX291 VCF,BBX291+Build+and+BOM.pdf,3.5MM SOCKET Kobiconn style,8,
BBX291 VCF,BBX291+Build+and+BOM.pdf,10 Pin 2.54mm Single Row Pin Header Strip,7,
BBX291 VCF,BBX291+Build+and+BOM.pdf,10 Pin 2.54mm Single Row Female Pin Header,7,
BBX291 VCF,BBX291+Build+and+BOM.pdf,100k pot,4,
BBX291 VCF,BBX291+Build+and+BOM.pdf,10k pot,3,
Beat Freq,BEAT+FREQS+Build+and+BOM.pdf,220pF,2,
Beat Freq,BEAT+FREQS+Build+and+BOM.pdf,100nF,4,
Beat Freq,BEAT+FREQS+Build+and+BOM.pdf,10uF,2,
Beat Freq,BEAT+FREQS+Build+and+BOM.pdf,220R,2,
Beat Freq,BEAT+FREQS+Build+and+BOM.pdf,2k2,32,
Beat Freq,BEAT+FREQS+Build+and+BOM.pdf,10k,3,
Beat Freq,BEAT+FREQS+Build+and+BOM.pdf,100k,5,
Beat Freq,BEAT+FREQS+Build+and+BOM.pdf,2M2,2,
Beat Freq,BEAT+FREQS+Build+and+BOM.pdf,RL,16,
Beat Freq,BEAT+FREQS+Build+and+BOM.pdf,4555,2,
Beat Freq,BEAT+FREQS+Build+and+BOM.pdf,40193,1,
Beat Freq,BEAT+FREQS+Build+and+BOM.pdf,4070,1,
Beat Freq,BEAT+FREQS+Build+and+BOM.pdf,TL072 or TL082,1,
Beat Freq,BEAT+FREQS+Build+and+BOM.pdf,BC847,16,
Beat Freq,BEAT+FREQS+Build+and+BOM.pdf,LL4148,2,
Beat Freq,BEAT+FREQS+Build+and+BOM.pdf,3mm LED,16,
Beat Freq,BEAT+FREQS+Build+and+BOM.pdf,Eurorack 10 pin power connector,1,
Beat Freq,BEAT+FREQS+Build+and+BOM.pdf,"Schottky, power rectifier or 10R, optional - for reverse voltage protection...or not",2,
Beat Freq,BEAT+FREQS+Build+and+BOM.pdf,3.5MM SOCKET Kobiconn style,18,
BOOLs,BOOLs+BOM+guide+vers1.pdf,4001/4011/4030/4070/4071/4077/4081,1,
BOOLs,BOOLs+BOM+guide+vers1.pdf,TL074,1,
BOOLs,BOOLs+BOM+guide+vers1.pdf,TL072,1,
BOOLs,BOOLs+BOM+guide+vers1.pdf,BC547,5,
BOOLs,BOOLs+BOM+guide+vers1.pdf,J112 or J108 FET,1,
BOOLs,BOOLs+BOM+guide+vers1.pdf,1N4148,5,
BOOLs,BOOLs+BOM+guide+vers1.pdf,LED,4,
BOOLs,BOOLs+BOM+guide+vers1.pdf,jacks,11,
BOOLs,BOOLs+BOM+guide+vers1.pdf,1M pot,1,
BOOLs,BOOLs+BOM+guide+vers1.pdf,100nF capacitor (or larger) (‘104’ on PCB),2,
BOOLs,BOOLs+BOM+guide+vers1.pdf,1uF capacitor,1,
BOOLs,BOOLs+BOM+guide+vers1.pdf,10uF electro,2,
BOOLs,BOOLs+BOM+guide+vers1.pdf,10R,2,
BOOLs,BOOLs+BOM+guide+vers1.pdf,1k,11,
BOOLs,BOOLs+BOM+guide+vers1.pdf,10k,7,
BOOLs,BOOLs+BOM+guide+vers1.pdf,100k,15,
BOOLs,BOOLs+BOM+guide+vers1.pdf,200k,6,
BOOLs,BOOLs+BOM+guide+vers1.pdf,RL (LED resistor),4,
BOOLs,BOOLs+BOM+guide+vers1.pdf,14 pin IC socket,2,
BOOLs,BOOLs+BOM+guide+vers1.pdf,8 pin IC socket,1,
BOOLs,BOOLs+BOM+guide+vers1.pdf,eurorack power connector (10 pins),1,
Let's Bronze Up,BRONZE+UP+Build+and+BOM.pdf,100nF,2,
Let's Bronze Up,BRONZE+UP+Build+and+BOM.pdf,10uF,2,
Let's Bronze Up,BRONZE+UP+Build+and+BOM.pdf,1k,13,
Let's Bronze Up,BRONZE+UP+Build+and+BOM.pdf,10k,40,
Let's Bronze Up,BRONZE+UP+Build+and+BOM.pdf,22k,8,
Let's Bronze Up,BRONZE+UP+Build+and+BOM.pdf,100k,5,
Let's Bronze Up,BRONZE+UP+Build+and+BOM.pdf,TL072 or TL082,2,
Let's Bronze Up,BRONZE+UP+Build+and+BOM.pdf,TL074 or TL084,4,
Let's Bronze Up,BRONZE+UP+Build+and+BOM.pdf,LL4148,16,
Let's Bronze Up,BRONZE+UP+Build+and+BOM.pdf,3mm LED,16,
Let's Bronze Up,BRONZE+UP+Build+and+BOM.pdf,Eurorack 10 pin power connector,1,
Let's Bronze Up,BRONZE+UP+Build+and+BOM.pdf,"S1JL, Schottky, power rectifier or 10R",2,
Let's Bronze Up,BRONZE+UP+Build+and+BOM.pdf,3.5MM SOCKET,16,
Let's Bronze Up,BRONZE+UP+Build+and+BOM.pdf,10 pin header,5,
Let's Bronze Up,BRONZE+UP+Build+and+BOM.pdf,10 Pin 2.54mm Single Row Female Pin Header,5,
BULBOUS ALSO TAPERED VCF,BULBOUS+ALSO+TAPERED+VCF+Build+and+BOM.pdf,1n,8,
BULBOUS ALSO TAPERED VCF,BULBOUS+ALSO+TAPERED+VCF+Build+and+BOM.pdf,100n,6,
BULBOUS ALSO TAPERED VCF,BULBOUS+ALSO+TAPERED+VCF+Build+and+BOM.pdf,220n,2,
BULBOUS ALSO TAPERED VCF,BULBOUS+ALSO+TAPERED+VCF+Build+and+BOM.pdf,10uF,2,
BULBOUS ALSO TAPERED VCF,BULBOUS+ALSO+TAPERED+VCF+Build+and+BOM.pdf,220R,8,
BULBOUS ALSO TAPERED VCF,BULBOUS+ALSO+TAPERED+VCF+Build+and+BOM.pdf,1k,3,
BULBOUS ALSO TAPERED VCF,BULBOUS+ALSO+TAPERED+VCF+Build+and+BOM.pdf,1k5,2,
BULBOUS ALSO TAPERED VCF,BULBOUS+ALSO+TAPERED+VCF+Build+and+BOM.pdf,10k,16,
BULBOUS ALSO TAPERED VCF,BULBOUS+ALSO+TAPERED+VCF+Build+and+BOM.pdf,20k,2,
BULBOUS ALSO TAPERED VCF,BULBOUS+ALSO+TAPERED+VCF+Build+and+BOM.pdf,24k,2,
BULBOUS ALSO TAPERED VCF,BULBOUS+ALSO+TAPERED+VCF+Build+and+BOM.pdf,56k,2,
BULBOUS ALSO TAPERED VCF,BULBOUS+ALSO+TAPERED+VCF+Build+and+BOM.pdf,100k,18,
BULBOUS ALSO TAPERED VCF,BULBOUS+ALSO+TAPERED+VCF+Build+and+BOM.pdf,220k,4,
BULBOUS ALSO TAPERED VCF,BULBOUS+ALSO+TAPERED+VCF+Build+and+BOM.pdf,TL072 or TL082,1,
BULBOUS ALSO TAPERED VCF,BULBOUS+ALSO+TAPERED+VCF+Build+and+BOM.pdf,TL074 or TL084,2,
BULBOUS ALSO TAPERED VCF,BULBOUS+ALSO+TAPERED+VCF+Build+and+BOM.pdf,SSI2140,2,
BULBOUS ALSO TAPERED VCF,BULBOUS+ALSO+TAPERED+VCF+Build+and+BOM.pdf,Eurorack 10 pin power connector,1,
BULBOUS ALSO TAPERED VCF,BULBOUS+ALSO+TAPERED+VCF+Build+and+BOM.pdf,"S1JL, Schottky, power rectifier or 10R (worst option)",2,
BULBOUS ALSO TAPERED VCF,BULBOUS+ALSO+TAPERED+VCF+Build+and+BOM.pdf,3.5MM SOCKET Kobiconn style,8,
BULBOUS ALSO TAPERED VCF,BULBOUS+ALSO+TAPERED+VCF+Build+and+BOM.pdf,100k pot,8,
BaDumTisss,BadumTisss+build+&+BOM.pdf,100k pot,4,
BaDumTisss,BadumTisss+build+&+BOM.pdf,1MA pot,1,
BaDumTisss,BadumTisss+build+&+BOM.pdf,kobiconn style jack,5,
BaDumTisss,BadumTisss+build+&+BOM.pdf,100k trimpot,1,
BaDumTisss,BadumTisss+build+&+BOM.pdf,TL072 or any dual op amp,3,
BaDumTisss,BadumTisss+build+&+BOM.pdf,LM13700,1,
BaDumTisss,BadumTisss+build+&+BOM.pdf,LED,1,
BaDumTisss,BadumTisss+build+&+BOM.pdf,1N4148 diode,2,
BaDumTisss,BadumTisss+build+&+BOM.pdf,BC847,1,
BaDumTisss,BadumTisss+build+&+BOM.pdf,BC857,1,
BaDumTisss,BadumTisss+build+&+BOM.pdf,10 pin eurorack power connector,1,
BaDumTisss,BadumTisss+build+&+BOM.pdf,10R,2,
BaDumTisss,BadumTisss+build+&+BOM.pdf,220R,1,
BaDumTisss,BadumTisss+build+&+BOM.pdf,1k (1),4,
BaDumTisss,BadumTisss+build+&+BOM.pdf,2k2,2,
BaDumTisss,BadumTisss+build+&+BOM.pdf,5k6,1,
BaDumTisss,BadumTisss+build+&+BOM.pdf,6k8,1,
BaDumTisss,BadumTisss+build+&+BOM.pdf,10k,5,
BaDumTisss,BadumTisss+build+&+BOM.pdf,12k,1,
BaDumTisss,BadumTisss+build+&+BOM.pdf,22k,1,
BaDumTisss,BadumTisss+build+&+BOM.pdf,27k,1,
BaDumTisss,BadumTisss+build+&+BOM.pdf,30k,2,
BaDumTisss,BadumTisss+build+&+BOM.pdf,47k,1,
BaDumTisss,BadumTisss+build+&+BOM.pdf,100k (c),9,
BaDumTisss,BadumTisss+build+&+BOM.pdf,330k,1,
BaDumTisss,BadumTisss+build+&+BOM.pdf,1M,1,
BaDumTisss,BadumTisss+build+&+BOM.pdf,10nF (103),2,
BaDumTisss,BadumTisss+build+&+BOM.pdf,100nF(104),3,
BaDumTisss,BadumTisss+build+&+BOM.pdf,1uF (105),1,
BaDumTisss,BadumTisss+build+&+BOM.pdf,4u7,1,
BaDumTisss,BadumTisss+build+&+BOM.pdf,10uF,3,
Big Jobs,Big+Jobs+Build+and+BOM.pdf,10nF,3,
Big Jobs,Big+Jobs+Build+and+BOM.pdf,1uF,3,
Big Jobs,Big+Jobs+Build+and+BOM.pdf,10uF,2,
Big Jobs,Big+Jobs+Build+and+BOM.pdf,RL,3,
Big Jobs,Big+Jobs+Build+and+BOM.pdf,1k,6,
Big Jobs,Big+Jobs+Build+and+BOM.pdf,2k2,6,
Big Jobs,Big+Jobs+Build+and+BOM.pdf,4k7,3,
Big Jobs,Big+Jobs+Build+and+BOM.pdf,100k,6,
Big Jobs,Big+Jobs+Build+and+BOM.pdf,TL072 or TL082,2,
Big Jobs,Big+Jobs+Build+and+BOM.pdf,4046,3,
Big Jobs,Big+Jobs+Build+and+BOM.pdf,vactrols,3,
Big Jobs,Big+Jobs+Build+and+BOM.pdf,Eurorack 10 pin power connector,1,
Big Jobs,Big+Jobs+Build+and+BOM.pdf,"S1JL, Schottky, power rectifier or 10R",1,
Big Jobs,Big+Jobs+Build+and+BOM.pdf,3.5MM SOCKET Kobiconn style,12,
Big Jobs,Big+Jobs+Build+and+BOM.pdf,3 pin header,5,
Big Jobs,Big+Jobs+Build+and+BOM.pdf,3 Pin 2.54mm Single Row Female Pin Header,5,
Bongo Fury,Bongo+Fury+Build+and+BOM.pdf,10nF,3,
Bongo Fury,Bongo+Fury+Build+and+BOM.pdf,"100n, C1, C2, C3",14,
Bongo Fury,Bongo+Fury+Build+and+BOM.pdf,10uF,2,
Bongo Fury,Bongo+Fury+Build+and+BOM.pdf,1k,6,
Bongo Fury,Bongo+Fury+Build+and+BOM.pdf,10k,3,
Bongo Fury,Bongo+Fury+Build+and+BOM.pdf,75k*,3,
Bongo Fury,Bongo+Fury+Build+and+BOM.pdf,100k,21,
Bongo Fury,Bongo+Fury+Build+and+BOM.pdf,470k,3,
Bongo Fury,Bongo+Fury+Build+and+BOM.pdf,TL072 or TL082,3,
Bongo Fury,Bongo+Fury+Build+and+BOM.pdf,LL4148,6,
Bongo Fury,Bongo+Fury+Build+and+BOM.pdf,5V1 zener,6,
Bongo Fury,Bongo+Fury+Build+and+BOM.pdf,Eurorack 10 pin power connector,1,
Bongo Fury,Bongo+Fury+Build+and+BOM.pdf,"S1JL, Schottky, power rectifier or 10R, optional - for reverse voltage protection...or not",2,
Bongo Fury,Bongo+Fury+Build+and+BOM.pdf,3.5MM SOCKET Kobiconn style,9,
Bongo Fury,Bongo+Fury+Build+and+BOM.pdf,100k pot,6,
Bongo Fury,Bongo+Fury+Build+and+BOM.pdf,LED (5mm),3,
Braincustard,BrainCustard_Build&BOM_vers1.pdf,100k pot,9,9
Braincustard,BrainCustard_Build&BOM_vers1.pdf,socket,8,8
Braincustard,BrainCustard_Build&BOM_vers1.pdf,LED,3,3
Braincustard,BrainCustard_Build&BOM_vers1.pdf,TL074,4,4
Braincustard,BrainCustard_Build&BOM_vers1.pdf,TL072,1,1
Braincustard,BrainCustard_Build&BOM_vers1.pdf,10 pin power connector,1,1
Braincustard,BrainCustard_Build&BOM_vers1.pdf,10uF electro,2,2
Braincustard,BrainCustard_Build&BOM_vers1.pdf,10Ω resistor,2,2
Braincustard,BrainCustard_Build&BOM_vers1.pdf,47nF (473),3,0
Braincustard,BrainCustard_Build&BOM_vers1.pdf,100nF (104),6,3
Braincustard,BrainCustard_Build&BOM_vers1.pdf,220nF (224),3,0
Braincustard,BrainCustard_Build&BOM_vers1.pdf,1uF,0,9
Braincustard,BrainCustard_Build&BOM_vers1.pdf,1k (1),8,8
Braincustard,BrainCustard_Build&BOM_vers1.pdf,10k,18,12
Braincustard,BrainCustard_Build&BOM_vers1.pdf,47k,4,10
Braincustard,BrainCustard_Build&BOM_vers1.pdf,100k (c),18,18
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,100k pot,10,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,SPDT toggle switch,1,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,10k trimpot,1,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,20k trimpot,1,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,100k trimpot,1,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,3.5mm jack,14,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,10 pin eurorack power connector,1,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,CEM3340,1,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,TL074,1,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,TL072,2,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,BC857,1,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,1N4001(2-4 okay),2,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,LL4148,3,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,10uf,2,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,10pF,1,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,20pF,1,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,100pF,1,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,1nF,3,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,1nF,1,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,10nF,2,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,100nF,9,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,470Ω,2,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,560Ω,1,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,620Ω,1,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,1k,5,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,1k8,1,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,2k2,3,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,3k9,1,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,5k6,2,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,10k,3,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,18k,1,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,24k,1,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,39k,3,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,47k,7,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,56k,1,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,100k,15,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,150k,1,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,220k,1,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,270k,2,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,300k,1,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,470k,1,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,680k 620k,1,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,1M,1,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,1M2,1,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,2M2,1,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,4M7,1,
CEM3340VCO BUILD NOTES,CEM3340VCO+BUILD+NOTES.pdf,10M,2,
CHOMUL,CHOMUL+Build+and+BOM.pdf,10uF,2,
CHOMUL,CHOMUL+Build+and+BOM.pdf,1k,5,
CHOMUL,CHOMUL+Build+and+BOM.pdf,4k7,2,
CHOMUL,CHOMUL+Build+and+BOM.pdf,22k,1,
CHOMUL,CHOMUL+Build+and+BOM.pdf,100k,10,
CHOMUL,CHOMUL+Build+and+BOM.pdf,390k,2,
CHOMUL,CHOMUL+Build+and+BOM.pdf,1M,4,
CHOMUL,CHOMUL+Build+and+BOM.pdf,RL,2,
CHOMUL,CHOMUL+Build+and+BOM.pdf,LED,2,
CHOMUL,CHOMUL+Build+and+BOM.pdf,TL072 or TL082,1,
CHOMUL,CHOMUL+Build+and+BOM.pdf,BC847,2,
CHOMUL,CHOMUL+Build+and+BOM.pdf,LL4148,4,
CHOMUL,CHOMUL+Build+and+BOM.pdf,NFETJ309,2,
CHOMUL,CHOMUL+Build+and+BOM.pdf,PFET J270,2,
CHOMUL,CHOMUL+Build+and+BOM.pdf,Eurorack 10 pin power connector,1,
CHOMUL,CHOMUL+Build+and+BOM.pdf,"S1JL, Schottky, power rectifier or 10R",2,
CHOMUL,CHOMUL+Build+and+BOM.pdf,3.5MM SOCKET,9,
Cluster,CLUSTER+guide+&++BOM.pdf,100k pot,32,9mm linear upright
Cluster,CLUSTER+guide+&++BOM.pdf,jacks,44,Kobiconn types
Cluster,CLUSTER+guide+&++BOM.pdf,NJM13700M,16,DMP (size)
Cluster,CLUSTER+guide+&++BOM.pdf,TL074,8,soic
Cluster,CLUSTER+guide+&++BOM.pdf,TL072,4,soic
Cluster,CLUSTER+guide+&++BOM.pdf,BC857,32,SOT-23
Cluster,CLUSTER+guide+&++BOM.pdf,10μF,2,"electro, thru hole, 25V+"
Cluster,CLUSTER+guide+&++BOM.pdf,1N4004,2,thru-hole
Cluster,CLUSTER+guide+&++BOM.pdf,10Ω,2,thru-hole
Cluster,CLUSTER+guide+&++BOM.pdf,10 pin connector,1,Eurorack power connector
Cluster,CLUSTER+guide+&++BOM.pdf,All components following are 0805 smd,,
Cluster,CLUSTER+guide+&++BOM.pdf,470Ω,64,
Cluster,CLUSTER+guide+&++BOM.pdf,1k,4,
Cluster,CLUSTER+guide+&++BOM.pdf,12k,32,
Cluster,CLUSTER+guide+&++BOM.pdf,30k,32,
Cluster,CLUSTER+guide+&++BOM.pdf,47k,64,
Cluster,CLUSTER+guide+&++BOM.pdf,100k,44,
Cluster,CLUSTER+guide+&++BOM.pdf,220k,32,
Cluster,CLUSTER+guide+&++BOM.pdf,22pF,4,
Cluster,CLUSTER+guide+&++BOM.pdf,100nF,15,marked ‘104’
CMOSC,CMOSC+(EURO)+Build+and+BOM.pdf,C1-C6,1,
CMOSC,CMOSC+(EURO)+Build+and+BOM.pdf,100n,3,
CMOSC,CMOSC+(EURO)+Build+and+BOM.pdf,10uF,8,
CMOSC,CMOSC+(EURO)+Build+and+BOM.pdf,1k,14,
CMOSC,CMOSC+(EURO)+Build+and+BOM.pdf,10k,14,
CMOSC,CMOSC+(EURO)+Build+and+BOM.pdf,100k,10,
CMOSC,CMOSC+(EURO)+Build+and+BOM.pdf,220k,6,
CMOSC,CMOSC+(EURO)+Build+and+BOM.pdf,TL074 or TL084,2,
CMOSC,CMOSC+(EURO)+Build+and+BOM.pdf,CD4053,2,
CMOSC,CMOSC+(EURO)+Build+and+BOM.pdf,CD40106,1,
CMOSC,CMOSC+(EURO)+Build+and+BOM.pdf,LL4148,7,
CMOSC,CMOSC+(EURO)+Build+and+BOM.pdf,BC847,6,
CMOSC,CMOSC+(EURO)+Build+and+BOM.pdf,Eurorack 10 pin power connector,1,
CMOSC,CMOSC+(EURO)+Build+and+BOM.pdf,"S1JL, Schottky, power rectifier or 10R",2,
CMOSC,CMOSC+(EURO)+Build+and+BOM.pdf,3.5MM SOCKET,14,
CMOSC,CMOSC+(EURO)+Build+and+BOM.pdf,5V1 Zener,2,
CMOSC,CMOSC+(EURO)+Build+and+BOM.pdf,10 pin header,4,
CMOSC,CMOSC+(EURO)+Build+and+BOM.pdf,10 Pin 2.54mm Single Row Female Pin Header,4,
CMOSC,CMOSC+(EURO)+Build+and+BOM.pdf,100k pot,6,
Comparators,COMPARATORS+Build+and+BOM.pdf,10nF,4,
Comparators,COMPARATORS+Build+and+BOM.pdf,100nF,8,
Comparators,COMPARATORS+Build+and+BOM.pdf,10uF,2,
Comparators,COMPARATORS+Build+and+BOM.pdf,RL,6,
Comparators,COMPARATORS+Build+and+BOM.pdf,2k2,20,
Comparators,COMPARATORS+Build+and+BOM.pdf,10k,16,
Comparators,COMPARATORS+Build+and+BOM.pdf,22k,1,
Comparators,COMPARATORS+Build+and+BOM.pdf,100k,21,
Comparators,COMPARATORS+Build+and+BOM.pdf,2M2,10,
Comparators,COMPARATORS+Build+and+BOM.pdf,TL074 or TL084,2,
Comparators,COMPARATORS+Build+and+BOM.pdf,TL072 or TL082,1,
Comparators,COMPARATORS+Build+and+BOM.pdf,78L05,1,
Comparators,COMPARATORS+Build+and+BOM.pdf,79L05,1,
Comparators,COMPARATORS+Build+and+BOM.pdf,LL4148,14,
Comparators,COMPARATORS+Build+and+BOM.pdf,3mm LED,6,
Comparators,COMPARATORS+Build+and+BOM.pdf,Eurorack 10 pin power connector,1,
Comparators,COMPARATORS+Build+and+BOM.pdf,"S1JL, Schottky, power rectifier or 10R",2,
Comparators,COMPARATORS+Build+and+BOM.pdf,3.5MM SOCKET,16,
Comparators,COMPARATORS+Build+and+BOM.pdf,5 pin header,3,
Comparators,COMPARATORS+Build+and+BOM.pdf,5 Pin 2.54mm Single Row Female Pin Header,3,
Comparators,COMPARATORS+Build+and+BOM.pdf,10 pin header,2,
Comparators,COMPARATORS+Build+and+BOM.pdf,10 Pin 2.54mm Single Row Female Pin Header,2,
Comparators,COMPARATORS+Build+and+BOM.pdf,"100k pot (spline shaft, linear)",6,
Coupled Comparators,COUPLED+COMPARATORS+Build+and+BOM.pdf,100nF,5,0805 Tayda: A-3511
Coupled Comparators,COUPLED+COMPARATORS+Build+and+BOM.pdf,1uF,8,0805 25V rating or higher
Coupled Comparators,COUPLED+COMPARATORS+Build+and+BOM.pdf,10uF,2,0805 25V or higher voltage rating Mouser:963-TMK212BBJ106MG-T or similar
Coupled Comparators,COUPLED+COMPARATORS+Build+and+BOM.pdf,RL,3,"0805 - resistors to suit LED brightness, typically 4k7 these days"
